"estimate","lower","upper","onset_date","n.reported"
758,758,758,2020-05-10,758
597,595,601,2020-05-11,595
555,551,563,2020-05-12,551
527,522,535,2020-05-13,522
529,524,540,2020-05-14,521
635,628,649,2020-05-15,622
551,543,562,2020-05-16,537
558,549,570,2020-05-17,541
592,583,606,2020-05-18,572
462,453,475,2020-05-19,443
691,679,709,2020-05-20,660
477,467,492,2020-05-21,451
473,462,488,2020-05-22,445
421,410,435,2020-05-23,393
439,427,453,2020-05-24,406
534,520,551,2020-05-25,490
449,436,465,2020-05-26,406
411,397,427,2020-05-27,366
471,455,489,2020-05-28,415
410,395,429,2020-05-29,354
414,397,433,2020-05-30,351
426,408,447,2020-05-31,352
617,594,643.025,2020-06-01,504
406,385,429,2020-06-02,315
369,347,392,2020-06-03,275
405,381,431,2020-06-04,289
433,405,463,2020-06-05,293
372,344,402,2020-06-06,231
350,319,382,2020-06-07,197
418,382,458,2020-06-08,217
366,327,407,2020-06-09,157
412,366,463,2020-06-10,155
384,334,441,2020-06-11,110
367,311,431,2020-06-12,79
375,310,451,2020-06-13,59
414,336,507,2020-06-14,48
417,322,534,2020-06-15,27
419,301,570,2020-06-16,12
434,288,653,2020-06-17,6
428,257,720.025,2020-06-18,NA
