"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-23,2
2,2,2,2020-05-24,2
3,3,4,2020-05-25,3
2,2,3,2020-05-26,2
1,1,2,2020-05-27,1
4,4,5,2020-05-28,4
2,2,3,2020-05-29,2
0,0,1,2020-05-30,NA
1,1,2,2020-05-31,1
3,3,4,2020-06-01,3
0,0,1,2020-06-02,NA
0,0,2,2020-06-03,NA
0,0,2,2020-06-04,NA
0,0,2,2020-06-05,NA
2,2,5,2020-06-06,2
0,0,3,2020-06-07,NA
3,2,5,2020-06-08,2
0,0,3,2020-06-09,NA
0,0,3,2020-06-10,NA
0,0,3,2020-06-11,NA
2,1,4,2020-06-12,1
0,0,3,2020-06-13,NA
1,0,4,2020-06-14,NA
1,0,4,2020-06-15,NA
1,0,4,2020-06-16,NA
1,0,5,2020-06-17,NA
1,0,5,2020-06-18,NA
1,0,7,2020-06-19,NA
2,0,10,2020-06-20,NA
3,1,19,2020-06-21,1
4,1,31,2020-06-22,1
5,2,56,2020-06-23,2
3,0,43,2020-06-24,NA
3,0,46,2020-06-25,NA
3,0,53,2020-06-26,NA
3,0,54.0249999999996,2020-06-27,NA
2,0,61.0249999999996,2020-06-28,NA
2,0,71,2020-06-29,NA
2,0,92.0249999999996,2020-06-30,NA
2,0,103,2020-07-01,NA
