"dt_evoluca","n.casos"
2020-04-04,1
2020-04-05,1
2020-04-11,1
2020-04-13,1
2020-04-14,1
2020-04-16,1
2020-04-21,1
2020-04-22,2
2020-04-23,1
2020-04-24,1
2020-04-27,3
2020-04-28,1
2020-04-29,2
2020-05-01,2
2020-05-04,3
2020-05-05,3
2020-05-06,4
2020-05-07,1
2020-05-08,2
2020-05-09,2
2020-05-10,2
2020-05-11,3
2020-05-12,2
2020-05-13,3
2020-05-14,1
2020-05-15,4
2020-05-16,1
2020-05-17,3
2020-05-19,2
2020-05-20,2
2020-05-21,3
2020-05-22,7
2020-05-23,1
2020-05-24,3
2020-05-25,1
2020-05-26,2
2020-05-27,2
2020-05-28,2
2020-05-29,3
2020-05-30,2
2020-05-31,2
2020-06-01,3
2020-06-02,1
2020-06-04,1
2020-06-05,1
2020-06-06,1
2020-06-08,3
2020-06-09,1
2020-06-10,2
2020-06-11,2
2020-06-14,2
2020-06-15,2
2020-06-18,1
2020-06-19,2
2020-06-20,3
2020-06-23,1
2020-06-25,2
2020-06-26,1
2020-06-27,1
2020-06-28,2
2020-07-05,1
2020-07-08,1
