"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-05-22,9
21,21,22,2020-05-23,21
17,17,19,2020-05-24,17
12,12,14,2020-05-25,12
16,16,19,2020-05-26,16
7,7,10,2020-05-27,7
10,9,13,2020-05-28,9
8,7,11,2020-05-29,7
7,6,11,2020-05-30,6
11,10,16,2020-05-31,10
35,33,41,2020-06-01,33
12,10,18,2020-06-02,10
15,13,21,2020-06-03,13
17,14,22,2020-06-04,14
21,18,26,2020-06-05,18
17,13,22,2020-06-06,13
19,15,25,2020-06-07,15
17,14,24,2020-06-08,13
23,19,30,2020-06-09,18
24,19,30,2020-06-10,18
17,12,24,2020-06-11,11
31,25,39,2020-06-12,23
31,25,40,2020-06-13,22
33,26,42,2020-06-14,22
41,34,52,2020-06-15,28
35,28,46,2020-06-16,22
28,20,38,2020-06-17,15
33,25,45,2020-06-18,19
35,26,47,2020-06-19,18
38,28,51,2020-06-20,19
30,19,44,2020-06-21,9
46,34,63,2020-06-22,20
39,26,57,2020-06-23,11
42,28,61,2020-06-24,11
38,23,59,2020-06-25,6
41,24,64,2020-06-26,6
38,20,65,2020-06-27,2
42,22,75,2020-06-28,3
42,19.9750000000002,82.0249999999996,2020-06-29,1
44,19,99,2020-06-30,1
