"dt_notific","n.notific"
2020-03-20,1
2020-03-25,1
2020-03-26,1
2020-03-28,1
2020-03-30,2
2020-03-31,8
2020-04-01,3
2020-04-02,3
2020-04-03,2
2020-04-04,2
2020-04-05,1
2020-04-06,11
2020-04-07,9
2020-04-08,9
2020-04-09,8
2020-04-10,2
2020-04-11,9
2020-04-12,10
2020-04-13,17
2020-04-14,13
2020-04-15,28
2020-04-16,12
2020-04-17,9
2020-04-18,5
2020-04-19,3
2020-04-20,7
2020-04-21,1
2020-04-22,10
2020-04-23,9
2020-04-24,9
2020-04-25,2
2020-04-26,4
2020-04-27,3
2020-04-28,9
2020-04-29,3
2020-04-30,13
2020-05-01,2
2020-05-02,4
2020-05-03,1
2020-05-04,6
2020-05-05,15
2020-05-06,8
2020-05-07,6
2020-05-08,3
2020-05-09,7
2020-05-10,7
2020-05-11,3
2020-05-12,12
2020-05-13,12
2020-05-14,13
2020-05-15,1
2020-05-16,5
2020-05-17,2
2020-05-18,6
2020-05-19,11
2020-05-20,9
2020-05-21,3
2020-05-22,4
2020-05-23,3
2020-05-25,4
2020-05-26,5
2020-05-27,7
2020-05-28,4
2020-05-29,7
2020-06-02,1
2020-06-03,2
2020-06-04,2
2020-06-05,3
2020-06-07,3
2020-06-08,3
2020-06-09,1
2020-06-10,15
2020-06-11,121
2020-06-12,83
2020-06-13,86
2020-06-14,86
2020-06-15,4
2020-06-17,3
2020-06-18,4
2020-06-20,1
2020-06-21,1
2020-06-23,1
2020-06-25,6
2020-06-26,20
2020-06-28,25
2020-07-03,1
2020-07-07,1
2020-07-10,2
2020-07-17,1
2020-07-20,5
2020-07-21,5
