"dt_notific","n.notific"
2020-01-06,1
2020-01-08,1
2020-01-10,1
2020-01-13,2
2020-01-20,1
2020-01-22,2
2020-01-24,1
2020-01-27,3
2020-02-05,1
2020-02-06,2
2020-02-07,1
2020-02-09,1
2020-02-10,3
2020-02-11,3
2020-02-12,2
2020-02-13,2
2020-02-14,4
2020-02-15,3
2020-02-17,10
2020-02-18,1
2020-02-19,5
2020-02-20,6
2020-02-21,4
2020-02-22,4
2020-02-23,2
2020-02-24,17
2020-02-25,9
2020-02-26,10
2020-02-27,4
2020-02-28,14
2020-02-29,8
2020-03-01,1
2020-03-02,11
2020-03-03,3
2020-03-04,8
2020-03-05,9
2020-03-06,10
2020-03-07,4
2020-03-08,3
2020-03-09,10
2020-03-10,4
2020-03-11,9
2020-03-12,10
2020-03-13,9
2020-03-14,8
2020-03-15,7
2020-03-16,12
2020-03-17,12
2020-03-18,8
2020-03-19,9
2020-03-20,12
2020-03-21,17
2020-03-22,1
2020-03-23,4
2020-03-24,12
2020-03-25,11
2020-03-26,12
2020-03-27,6
2020-03-28,3
2020-03-30,11
2020-03-31,30
2020-04-01,9
2020-04-02,7
2020-04-03,6
2020-04-04,2
2020-04-05,2
2020-04-06,20
2020-04-07,17
2020-04-08,18
2020-04-09,8
2020-04-10,1
2020-04-11,10
2020-04-12,9
2020-04-13,19
2020-04-14,19
2020-04-15,33
2020-04-16,15
2020-04-17,11
2020-04-18,6
2020-04-19,2
2020-04-20,6
2020-04-22,18
2020-04-23,18
2020-04-24,21
2020-04-25,1
2020-04-26,4
2020-04-27,5
2020-04-28,7
2020-04-29,8
2020-04-30,11
2020-05-01,2
2020-05-02,3
2020-05-04,13
2020-05-05,18
2020-05-06,11
2020-05-07,6
2020-05-08,5
2020-05-09,7
2020-05-10,6
2020-05-11,7
2020-05-12,20
2020-05-13,19
2020-05-14,17
2020-05-15,3
2020-05-16,3
2020-05-18,9
2020-05-19,17
2020-05-20,9
2020-05-21,7
2020-05-22,7
2020-05-23,2
2020-05-25,10
2020-05-26,7
2020-05-27,10
2020-05-28,12
2020-05-29,12
2020-05-30,3
2020-05-31,2
2020-06-01,1
2020-06-02,5
2020-06-03,7
2020-06-04,6
2020-06-05,6
2020-06-06,1
2020-06-07,2
2020-06-08,9
2020-06-09,6
2020-06-10,18
2020-06-11,152
2020-06-12,77
2020-06-13,98
2020-06-14,80
2020-06-15,5
