"estimate","lower","upper","onset_date","n.reported"
37,37,37,2020-05-11,37
44,44,45,2020-05-12,44
47,47,48,2020-05-13,47
52,52,55,2020-05-14,52
58,57,60,2020-05-15,57
38,37,40,2020-05-16,37
51,50,54,2020-05-17,50
54,53,57,2020-05-18,53
47,45,50,2020-05-19,45
41,39,44,2020-05-20,39
45,43,49,2020-05-21,43
51,49,55,2020-05-22,49
38,36,42,2020-05-23,36
48,45,52,2020-05-24,45
63,60,68,2020-05-25,60
48,45,53,2020-05-26,45
41,38,46,2020-05-27,38
40,37,45,2020-05-28,36
54,50,60,2020-05-29,49
72,66,79,2020-05-30,63
78,72,86,2020-05-31,67
106,99,116,2020-06-01,91
96,88,107,2020-06-02,79
76,68,86,2020-06-03,58
63,54,74,2020-06-04,43
79,69,92,2020-06-05,54
74,63,88,2020-06-06,44
84,70,100,2020-06-07,46
75,60,92,2020-06-08,33
75,59,94,2020-06-09,28
87,69,109,2020-06-10,32
71,52,94,2020-06-11,13
83,62,111,2020-06-12,17
83,60,115,2020-06-13,12
79.5,53,115,2020-06-14,5
89,58,132,2020-06-15,8
85,53,135,2020-06-16,2
87,51.9750000000002,151,2020-06-17,1
88,50,165,2020-06-18,1
87,47,173,2020-06-19,NA
