"estimate","lower","upper","onset_date","n.reported"
90,90,90,2020-05-12,90
102,102,104,2020-05-13,102
104,103,107,2020-05-14,103
115,114,118,2020-05-15,114
90,89,93,2020-05-16,89
91,90,94,2020-05-17,90
114,112,118,2020-05-18,112
104,102,108,2020-05-19,102
95,93,100,2020-05-20,93
85,83,90,2020-05-21,83
107,104,111,2020-05-22,104
92,89,96,2020-05-23,89
100,97,105,2020-05-24,97
120,117,126,2020-05-25,117
90,87,95,2020-05-26,87
79,76,84,2020-05-27,76
91,88,96,2020-05-28,87
101,97,106,2020-05-29,96
129,125,135,2020-05-30,123
130,125,137,2020-05-31,123
196,189,203,2020-06-01,185
158,152,166,2020-06-02,147
128,122,136,2020-06-03,117
123,116,131,2020-06-04,111
143,135,152,2020-06-05,127
149,140,160,2020-06-06,129
143,133,154,2020-06-07,119
145,134,158,2020-06-08,117
128,117,141,2020-06-09,96
156,143,171,2020-06-10,115
126,111,142,2020-06-11,80
142,125,161,2020-06-12,87
113,95,133,2020-06-13,53
114,95,135,2020-06-14,47
113,93,138,2020-06-15,40
106,84,133,2020-06-16,27
105,79,137,2020-06-17,20
95,66,131,2020-06-18,8
89,54,131,2020-06-19,NA
92,52,144,2020-06-20,NA
