"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-06-06,5
8,8,8,2020-06-07,8
7,7,7,2020-06-08,7
1,1,3,2020-06-09,1
6,5,9,2020-06-10,5
8,7,11,2020-06-11,7
9,8,12,2020-06-12,8
5,4,8,2020-06-13,4
4,3,7,2020-06-14,3
4,3,7,2020-06-15,3
7,6,10,2020-06-16,6
5,4,8,2020-06-17,4
6,5,9,2020-06-18,5
3,2,6,2020-06-19,2
6,5,9,2020-06-20,5
2,1,6,2020-06-21,1
4,3,8,2020-06-22,3
6,4,9,2020-06-23,4
8,6,11,2020-06-24,6
5,3,9,2020-06-25,3
7,5,11,2020-06-26,5
4,2,8,2020-06-27,2
3,1,7,2020-06-28,1
7,5,12,2020-06-29,5
6,3,10,2020-06-30,3
4,1,9,2020-07-01,1
3,0,8,2020-07-02,NA
4,1,9,2020-07-03,1
7,4,12,2020-07-04,4
4,1,9,2020-07-05,1
3,0,9,2020-07-06,NA
5,1,10,2020-07-07,1
5,1,10,2020-07-08,1
5,2,10,2020-07-09,1
5,2,11,2020-07-10,1
6,3,12,2020-07-11,2
5,2,11,2020-07-12,1
4,1,11,2020-07-13,NA
4,1,11,2020-07-14,NA
6,2,12,2020-07-15,1
