"estimate","lower","upper","onset_date","n.reported"
50,50,50,2020-06-04,50
55,53,59,2020-06-05,53
55,52,61,2020-06-06,52
49,45,56,2020-06-07,45
53,49,59,2020-06-08,48
52,48,59,2020-06-09,47
50,45,56.0249999999996,2020-06-10,44
46,41,53,2020-06-11,39
57,52,64.0249999999996,2020-06-12,49
56,51,64,2020-06-13,47
53,47,61,2020-06-14,43
53,47,61,2020-06-15,42
53,46,62,2020-06-16,41
45,38,54,2020-06-17,31
46,38,55,2020-06-18,31
50,42,60,2020-06-19,34
51,43,60.0249999999996,2020-06-20,34
48,39,58,2020-06-21,30
44,36,54,2020-06-22,26
39,31,50,2020-06-23,20
39,30,49,2020-06-24,18
47,38,58,2020-06-25,25
47,38,59,2020-06-26,24
36,26,48,2020-06-27,12
41,31,53,2020-06-28,16
36,26,49,2020-06-29,10
42,31,56,2020-06-30,14
46,35,60,2020-07-01,16
45,33,59,2020-07-02,13
40,27,54,2020-07-03,6
42,28,57,2020-07-04,6
44,31,61,2020-07-05,7
42,28,59,2020-07-06,3
48,33,67,2020-07-07,8
42,27,63,2020-07-08,1
42,26,63,2020-07-09,NA
42,26,65,2020-07-10,NA
42,26,67,2020-07-11,NA
43,26,68,2020-07-12,NA
43,25,68.0249999999996,2020-07-13,NA
