"estimate","lower","upper","onset_date","n.reported"
19,19,19,2020-06-07,19
15,15,15,2020-06-08,15
15,15,15,2020-06-09,15
15,15,15,2020-06-10,15
17,17,17,2020-06-11,17
22,22,22,2020-06-12,22
15,15,15,2020-06-13,15
25,25,25,2020-06-14,25
18,18,18,2020-06-15,18
29,29,31,2020-06-16,29
31,31,33,2020-06-17,31
22,22,24,2020-06-18,22
25,25,27,2020-06-19,25
19,19,22,2020-06-20,19
35,34,37,2020-06-21,34
26,25,29,2020-06-22,25
21,20,24,2020-06-23,20
21,20,25,2020-06-24,20
20,19,24,2020-06-25,19
21,20,25,2020-06-26,20
18,16,22,2020-06-27,16
32,30,36,2020-06-28,30
16,14,20,2020-06-29,14
23,20,27,2020-06-30,20
19,16,23,2020-07-01,16
25,21,29,2020-07-02,21
17,14,22,2020-07-03,13
21,18,27,2020-07-04,17
25,21,31,2020-07-05,20
24,20,30,2020-07-06,18
26,22,33,2020-07-07,20
18,13,24,2020-07-08,11
19,14,25,2020-07-09,11
19,14,27,2020-07-10,11
23,17,31,2020-07-11,13
20,14,28,2020-07-12,9
19,11,28,2020-07-13,5
27,19,38,2020-07-14,11
28,19,42,2020-07-15,9
26,16,42,2020-07-16,4
