"estimate","lower","upper","onset_date","n.reported"
15,15,15,2020-04-26,15
21,21,21,2020-04-27,21
16,16,18,2020-04-28,16
13,13,16,2020-04-29,13
21,20,24,2020-04-30,20
27,26,30,2020-05-01,26
17,16,20,2020-05-02,16
17,16,20,2020-05-03,16
29,28,32,2020-05-04,28
20,19,23,2020-05-05,19
14,13,17,2020-05-06,13
22,21,25,2020-05-07,21
17,16,20,2020-05-08,16
18,17,21,2020-05-09,17
20,19,23,2020-05-10,19
13,12,17,2020-05-11,12
21,20,25,2020-05-12,20
22,21,26,2020-05-13,21
18,17,22,2020-05-14,17
19,18,23,2020-05-15,18
28,26,32,2020-05-16,26
25,23,29,2020-05-17,23
25,23,29,2020-05-18,23
31,29,35,2020-05-19,29
27,25,32,2020-05-20,25
26,23,31,2020-05-21,23
30,27,35,2020-05-22,27
26,22,31,2020-05-23,22
30,27,36,2020-05-24,26
36,31,42,2020-05-25,30
35,30,42,2020-05-26,28
32,27,39,2020-05-27,24
30,24,38,2020-05-28,19
43,36,53,2020-05-29,29
42,34,53,2020-05-30,24
35,26,48,2020-05-31,13
45,34,60,2020-06-01,18
33,20,49,2020-06-02,2
36,21,54,2020-06-03,2
36,21,58,2020-06-04,NA
