"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-05-23,9
8,8,8,2020-05-24,8
11,11,13,2020-05-25,11
16,16,18,2020-05-26,16
9,9,11,2020-05-27,9
17,17,20,2020-05-28,17
17,17,20,2020-05-29,17
22,21,24,2020-05-30,21
16,15,18,2020-05-31,15
24,23,27,2020-06-01,23
14,13,16,2020-06-02,13
17,16,19,2020-06-03,16
10,9,13,2020-06-04,9
13,12,16,2020-06-05,12
27,26,30,2020-06-06,26
10,9,13,2020-06-07,9
18,17,21,2020-06-08,17
20,19,23,2020-06-09,19
29,28,33,2020-06-10,28
19,18,23,2020-06-11,18
21,20,25,2020-06-12,20
18,17,22,2020-06-13,17
14,13,18,2020-06-14,13
16,15,20,2020-06-15,15
12,10,16,2020-06-16,10
9,7,13,2020-06-17,7
16,13,20,2020-06-18,13
19,15,23,2020-06-19,15
22,19,28,2020-06-20,18
18,13,24,2020-06-21,12
24,19,31,2020-06-22,17
19,14,27,2020-06-23,11
17,10,25,2020-06-24,6
23,16,34,2020-06-25,10
25,17,37,2020-06-26,9
26,17,40,2020-06-27,8
25,15,42,2020-06-28,5
24,12,43,2020-06-29,2
25,12,49,2020-06-30,2
25,10,52,2020-07-01,NA
