"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-22,3
1,1,1,2020-05-23,1
4,4,5,2020-05-24,4
5,5,6,2020-05-25,5
2,2,3,2020-05-26,2
2,2,3,2020-05-27,2
3,3,5,2020-05-28,3
1,1,3,2020-05-29,1
4,4,6,2020-05-30,4
3,3,5,2020-05-31,3
6,6,8,2020-06-01,6
4,4,6,2020-06-02,4
1,1,3,2020-06-03,1
4,4,6,2020-06-04,4
3,3,5,2020-06-05,3
0,0,2,2020-06-06,NA
0,0,2,2020-06-07,NA
4,4,6,2020-06-08,4
2,2,4,2020-06-09,2
5,5,7,2020-06-10,5
0,0,2,2020-06-11,NA
1,1,4,2020-06-12,1
3,3,6,2020-06-13,3
5,5,8,2020-06-14,5
5,5,8,2020-06-15,5
2,2,5,2020-06-16,2
3,2,5,2020-06-17,2
4,3,6,2020-06-18,3
5,4,8,2020-06-19,4
3,2,6,2020-06-20,2
4,3,7,2020-06-21,3
3,2,6,2020-06-22,2
2,1,6,2020-06-23,1
1,0,5,2020-06-24,NA
3,1,6,2020-06-25,1
4,2,8,2020-06-26,2
3,1,7,2020-06-27,1
2,0,7,2020-06-28,NA
4,1,8,2020-06-29,1
3,0,8,2020-06-30,NA
