"dt_notific","n.notific"
2020-03-18,2
2020-03-19,1
2020-03-21,1
2020-03-23,2
2020-03-24,3
2020-03-25,1
2020-03-26,5
2020-03-27,5
2020-03-28,5
2020-03-29,4
2020-03-30,7
2020-03-31,4
2020-04-01,5
2020-04-02,6
2020-04-03,3
2020-04-04,6
2020-04-05,4
2020-04-06,7
2020-04-07,3
2020-04-08,4
2020-04-09,4
2020-04-10,4
2020-04-11,2
2020-04-12,4
2020-04-13,8
2020-04-14,11
2020-04-15,6
2020-04-16,14
2020-04-17,7
2020-04-18,5
2020-04-19,4
2020-04-20,7
2020-04-21,9
2020-04-22,9
2020-04-23,15
2020-04-24,10
2020-04-25,5
2020-04-26,6
2020-04-27,17
2020-04-28,10
2020-04-29,11
2020-04-30,8
2020-05-01,11
2020-05-02,8
2020-05-03,8
2020-05-04,13
2020-05-05,20
2020-05-06,8
2020-05-07,16
2020-05-08,10
2020-05-09,18
2020-05-10,7
2020-05-11,14
2020-05-12,18
2020-05-13,11
2020-05-14,12
2020-05-15,16
2020-05-16,13
2020-05-17,18
2020-05-18,21
2020-05-19,10
2020-05-20,4
2020-05-21,21
2020-05-22,16
2020-05-23,11
2020-05-24,7
2020-05-25,8
2020-05-26,16
2020-05-27,15
2020-05-28,8
2020-05-29,10
2020-05-30,11
2020-05-31,9
2020-06-01,14
2020-06-02,11
2020-06-03,9
2020-06-04,13
2020-06-05,10
2020-06-06,8
2020-06-07,8
2020-06-08,9
2020-06-09,10
2020-06-10,6
2020-06-11,8
2020-06-12,1
2020-06-13,2
2020-06-14,3
2020-06-16,3
2020-06-17,1
2020-06-18,5
2020-06-19,3
