"estimate","lower","upper","onset_date","n.reported"
17,17,17,2020-05-20,17
22,22,22,2020-05-21,22
21,21,21,2020-05-22,21
18,18,18,2020-05-23,18
16,16,16,2020-05-24,16
15,15,16,2020-05-25,15
17,17,18,2020-05-26,17
25,25,26,2020-05-27,25
14,14,15,2020-05-28,14
30,30,31,2020-05-29,30
38,38,41,2020-05-30,38
23,23,26,2020-05-31,23
22,22,25,2020-06-01,22
7,7,10,2020-06-02,7
15,14,18,2020-06-03,14
15,14,19,2020-06-04,14
14,13,18,2020-06-05,13
26,24,30,2020-06-06,24
16,14,20,2020-06-07,14
23,21,28,2020-06-08,21
19,16,23,2020-06-09,16
25,22,30,2020-06-10,22
20,17,25,2020-06-11,17
19,16,24,2020-06-12,15
27,23,32,2020-06-13,22
22,18,28,2020-06-14,17
26,22,32,2020-06-15,20
27,22,34,2020-06-16,20
25,20,32,2020-06-17,17
21,15,28,2020-06-18,12
26,20,35,2020-06-19,16
29,22,38,2020-06-20,16
34,26,45,2020-06-21,19
29,21,41,2020-06-22,13
29,21,41,2020-06-23,12
28,18,40,2020-06-24,9
25,15,39,2020-06-25,6
21,10,35,2020-06-26,1
22,10,38,2020-06-27,1
22,8,39.0249999999996,2020-06-28,NA
