"estimate","lower","upper","onset_date","n.reported"
44,44,44,2020-04-30,44
41,41,42,2020-05-01,41
30,30,31,2020-05-02,30
23,23,24,2020-05-03,23
38,38,40,2020-05-04,38
38,38,41,2020-05-05,38
17,16,19,2020-05-06,16
34,33,37,2020-05-07,33
48,47,52,2020-05-08,47
31,29,35,2020-05-09,29
47,45,52,2020-05-10,45
39,36,43,2020-05-11,36
29,26,34,2020-05-12,26
30,27,35,2020-05-13,27
26,23,31,2020-05-14,22
35,31,41,2020-05-15,30
37,33,43,2020-05-16,31
34,30,41,2020-05-17,28
40,35,47,2020-05-18,33
32,27,39,2020-05-19,24
28,23,35,2020-05-20,20
23,17,30,2020-05-21,14
35,29,43,2020-05-22,25
21,15,29,2020-05-23,11
22,16,31,2020-05-24,11
31,24,40,2020-05-25,18
19,12,29,2020-05-26,6
22,14,32,2020-05-27,8
19,11,30,2020-05-28,4
23,14,34,2020-05-29,6
22,13,35,2020-05-30,4
21,11,34,2020-05-31,2
25,15,41,2020-06-01,5
21,10,38,2020-06-02,1
21,10,40,2020-06-03,1
21,8,40,2020-06-04,NA
20,8,41,2020-06-05,NA
21,8,43,2020-06-06,NA
21,7,45,2020-06-07,NA
21,7,47,2020-06-08,NA
