"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-27,2
0,0,1,2020-05-28,NA
4,4,6,2020-05-29,4
1,1,3,2020-05-30,1
2,2,4,2020-05-31,2
6,6,9,2020-06-01,6
1,1,4,2020-06-02,1
2,2,5,2020-06-03,2
8,7,11,2020-06-04,7
5,4,8,2020-06-05,4
5,4,8,2020-06-06,4
3,2,6,2020-06-07,2
4,3,7,2020-06-08,3
4,3,8,2020-06-09,3
8,7,12,2020-06-10,7
4,3,9,2020-06-11,3
5,4,9,2020-06-12,4
2,1,6,2020-06-13,1
3,2,8,2020-06-14,2
7,5,11,2020-06-15,5
6,4,10,2020-06-16,4
5,3,9,2020-06-17,3
7,5,12,2020-06-18,5
4,2,9,2020-06-19,2
6,4,11,2020-06-20,4
6,4,12,2020-06-21,4
5,3,11,2020-06-22,3
5,3,11,2020-06-23,3
4,1,8,2020-06-24,1
2,0,7,2020-06-25,NA
5,2,9,2020-06-26,2
3,0,8,2020-06-27,NA
4,1,9,2020-06-28,1
3,0,8,2020-06-29,NA
4,1,9,2020-06-30,1
3,0,8,2020-07-01,NA
3,0,9,2020-07-02,NA
3,0,10,2020-07-03,NA
3,0,10,2020-07-04,NA
3,0,10,2020-07-05,NA
