"estimate","lower","upper","onset_date","n.reported"
203,203,203,2020-05-13,203
217,217,219,2020-05-14,217
197,196,200,2020-05-15,196
199,197,203,2020-05-16,197
186,184,190,2020-05-17,184
216,214,222,2020-05-18,214
195,191,201,2020-05-19,191
234,230,241,2020-05-20,229
186,181,193,2020-05-21,180
212,207,220,2020-05-22,205
203,197,211,2020-05-23,195
196,190,204,2020-05-24,187
242,235,251,2020-05-25,230
225,217,234,2020-05-26,211
242,234,252,2020-05-27,226
227,218,237,2020-05-28,209
239,230,250,2020-05-29,219
212,203,223,2020-05-30,191
239,229,252,2020-05-31,213
402,388,419,2020-06-01,359
266,253,282,2020-06-02,228
291,277.975,308,2020-06-03,249
251,237,268,2020-06-04,207
316,299,335,2020-06-05,260
287,270,306,2020-06-06,226
287,269,309,2020-06-07,217
311,290,333,2020-06-08,227
309,288,333,2020-06-09,215
318,294,345,2020-06-10,210
302,277,329,2020-06-11,184
271,246,300,2020-06-12,149
266,237,299,2020-06-13,131
257,226,291,2020-06-14,109
259,225,297,2020-06-15,95
246,210,287,2020-06-16,74
222,183,267,2020-06-17,48
202,159,251,2020-06-18,30
182,131,240,2020-06-19,12
178,117,249,2020-06-20,5
178,107,263,2020-06-21,NA
