"dt_evoluca","n.casos"
2020-03-15,1
2020-03-22,2
2020-03-23,1
2020-03-24,1
2020-03-25,1
2020-03-29,1
2020-03-30,2
2020-03-31,1
2020-04-02,2
2020-04-04,1
2020-04-05,1
2020-04-07,2
2020-04-08,1
2020-04-09,1
2020-04-10,2
2020-04-11,2
2020-04-12,4
2020-04-13,4
2020-04-14,3
2020-04-15,2
2020-04-16,4
2020-04-17,3
2020-04-18,4
2020-04-19,1
2020-04-20,4
2020-04-21,7
2020-04-22,4
2020-04-23,7
2020-04-24,12
2020-04-25,8
2020-04-26,5
2020-04-27,7
2020-04-28,9
2020-04-29,4
2020-04-30,6
2020-05-01,10
2020-05-02,8
2020-05-03,10
2020-05-04,6
2020-05-05,9
2020-05-06,7
2020-05-07,7
2020-05-08,4
2020-05-09,6
2020-05-10,3
2020-05-11,3
2020-05-12,7
2020-05-13,8
2020-05-14,9
2020-05-15,5
2020-05-16,9
2020-05-17,5
2020-05-18,2
2020-05-19,4
2020-05-20,7
2020-05-21,5
2020-05-22,2
2020-05-23,6
2020-05-24,7
2020-05-25,4
2020-05-26,2
2020-05-27,3
2020-05-28,5
2020-05-29,1
2020-05-30,4
2020-05-31,5
2020-06-01,8
2020-06-02,2
2020-06-03,3
2020-06-04,6
2020-06-05,3
2020-06-06,3
2020-06-07,3
2020-06-08,3
2020-06-10,3
2020-06-11,4
2020-06-12,1
2020-06-13,6
2020-06-14,5
2020-06-15,2
2020-06-16,2
2020-06-17,2
2020-06-18,1
2020-06-20,1
2020-06-21,2
2020-06-22,2
2020-06-23,1
2020-06-24,2
2020-06-25,1
2020-06-28,3
2020-06-29,1
2020-07-01,1
2020-07-02,1
2020-07-04,3
2020-07-05,1
2020-07-09,1
