"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-05-16,6
3,3,3,2020-05-17,3
1,1,1,2020-05-18,1
2,2,2,2020-05-19,2
3,3,3,2020-05-20,3
2,2,3,2020-05-21,2
1,1,2,2020-05-22,1
2,2,3,2020-05-23,2
1,1,3,2020-05-24,1
2,2,4,2020-05-25,2
0,0,2,2020-05-26,NA
1,1,3,2020-05-27,1
1,1,3,2020-05-28,1
1,1,3,2020-05-29,1
2,2,4,2020-05-30,2
2,2,5,2020-05-31,2
5,5,8,2020-06-01,5
0,0,3,2020-06-02,NA
0,0,3,2020-06-03,NA
2,2,5,2020-06-04,2
0,0,3,2020-06-05,NA
2,1,4,2020-06-06,1
3,2,5,2020-06-07,2
2,1,5,2020-06-08,1
1,0,4,2020-06-09,NA
3,2,6,2020-06-10,2
2,1,5,2020-06-11,1
1,0,4,2020-06-12,NA
3,2,7,2020-06-13,2
3,2,7,2020-06-14,2
2,1,6,2020-06-15,1
1,0,5,2020-06-16,NA
1,0,5,2020-06-17,NA
2,1,6,2020-06-18,1
2,0,5,2020-06-19,NA
2,0,5,2020-06-20,NA
3,1,7,2020-06-21,1
2,0,6,2020-06-22,NA
2,0,6,2020-06-23,NA
3,1,7,2020-06-24,1
