"estimate","lower","upper","onset_date","n.reported"
303,303,303,2020-05-24,303
322,322,322,2020-05-25,322
354,354,354,2020-05-26,354
365,365,365,2020-05-27,365
302,302,302,2020-05-28,302
351,351,351,2020-05-29,351
327,327,327,2020-05-30,327
327,327,327,2020-05-31,327
362,362,362,2020-06-01,362
340,340,340,2020-06-02,340
326,326,327,2020-06-03,326
338,338,340,2020-06-04,338
312,311,316,2020-06-05,311
329,326,334,2020-06-06,326
329,324,335,2020-06-07,323
360,354,367,2020-06-08,351
326,319,334,2020-06-09,315
365,357,375,2020-06-10,351
359,351,370,2020-06-11,342
355,346,366,2020-06-12,335
371,361,383,2020-06-13,348
331,320,344,2020-06-14,304
358,347,372,2020-06-15,326
350,337,363,2020-06-16,313
364,351,380,2020-06-17,322
349,335,365,2020-06-18,302
347,332,363,2020-06-19,295
358,343,377,2020-06-20,301
344,327,362,2020-06-21,280
344,327,364,2020-06-22,274
382,364,403,2020-06-23,303
339,320,361,2020-06-24,250
319,298,342,2020-06-25,220
348,326,373,2020-06-26,235
363,339,389,2020-06-27,231
352,325,381,2020-06-28,197
391,361,425,2020-06-29,204
418,383,456,2020-06-30,191
402,362,449,2020-07-01,134
405,357,464,2020-07-02,73
