"estimate","lower","upper","onset_date","n.reported"
833,833,833,2020-05-18,833
685,680,692,2020-05-19,679
930,923,940,2020-05-20,917
681,674,689,2020-05-21,669
704,696,714,2020-05-22,689
614,606,625,2020-05-23,598
648,640,660,2020-05-24,628
816,805,830,2020-05-25,787
693,682,706.025,2020-05-26,664
657,646,670,2020-05-27,626
721,708,735,2020-05-28,682
642,629,657,2020-05-29,602
712,697,728,2020-05-30,661
702,686,719,2020-05-31,644
1091,1071,1113,2020-06-01,998
757,740,777,2020-06-02,682
690,673,710,2020-06-03,616
696,678,717,2020-06-04,613
776,755,800,2020-06-05,675
714,693,737,2020-06-06,609
689,667,713,2020-06-07,575
779,754,807,2020-06-08,639
713,687,741,2020-06-09,567
892,860,926,2020-06-10,691
736,705,770,2020-06-11,543
703,670,739,2020-06-12,493
633,599,671,2020-06-13,413
636,598,677,2020-06-14,382
757,710,808,2020-06-15,419
666,617,719.025,2020-06-16,321
636,583,695,2020-06-17,260
738,670.975,811,2020-06-18,257
662,586.975,740,2020-06-19,168
752,661.975,854,2020-06-20,152
720,620,835,2020-06-21,98
770,643.975,918,2020-06-22,74
751,602,928,2020-06-23,39
752,564,997,2020-06-24,17
784.5,534,1155,2020-06-25,7
795,484.975,1322,2020-06-26,1
