"dt_evoluca","n.casos"
2020-03-02,1
2020-03-19,1
2020-03-22,1
2020-03-23,1
2020-03-24,1
2020-03-26,3
2020-03-27,1
2020-03-28,1
2020-03-30,2
2020-03-31,4
2020-04-01,1
2020-04-03,2
2020-04-04,2
2020-04-05,2
2020-04-06,4
2020-04-07,3
2020-04-08,2
2020-04-09,3
2020-04-10,11
2020-04-11,4
2020-04-12,8
2020-04-13,10
2020-04-14,13
2020-04-15,11
2020-04-16,6
2020-04-17,12
2020-04-18,5
2020-04-19,8
2020-04-20,8
2020-04-21,11
2020-04-22,8
2020-04-23,11
2020-04-24,9
2020-04-25,19
2020-04-26,17
2020-04-27,17
2020-04-28,10
2020-04-29,12
2020-04-30,18
2020-05-01,13
2020-05-02,12
2020-05-03,18
2020-05-04,12
2020-05-05,15
2020-05-06,15
2020-05-07,15
2020-05-08,18
2020-05-09,21
2020-05-10,16
2020-05-11,23
2020-05-12,9
2020-05-13,14
2020-05-14,15
2020-05-15,14
2020-05-16,18
2020-05-17,5
2020-05-18,11
2020-05-19,10
2020-05-20,14
2020-05-21,15
2020-05-22,8
2020-05-23,6
2020-05-24,13
2020-05-25,8
2020-05-26,6
2020-05-27,3
2020-05-28,7
2020-05-29,6
2020-05-30,5
2020-05-31,3
2020-06-01,1
2020-06-02,2
2020-06-03,1
