"estimate","lower","upper","onset_date","n.reported"
63,63,63,2020-04-28,63
36,36,37,2020-04-29,36
34,34,35,2020-04-30,34
43,42,45,2020-05-01,42
41,39,44,2020-05-02,39
40,37,45,2020-05-03,37
44,41,50,2020-05-04,40
28,24,33,2020-05-05,24
38,34,43,2020-05-06,33
33,29,39,2020-05-07,28
29,25,35,2020-05-08,24
32,28,39,2020-05-09,26
45,39,52,2020-05-10,37
47,42,55,2020-05-11,39
29,24,36,2020-05-12,21
35,30,42,2020-05-13,27
34,29,41,2020-05-14,26
36,31,43,2020-05-15,28
20,15,27,2020-05-16,13
23,18,29,2020-05-17,16
21,16,27,2020-05-18,14
22,17,29,2020-05-19,15
22,17,28,2020-05-20,15
10,6,17,2020-05-21,4
17,12,23,2020-05-22,10
15,10,22,2020-05-23,8
19,14,27,2020-05-24,11
18,12,26,2020-05-25,9
13,7,21,2020-05-26,4
15,9,24,2020-05-27,6
11,4,19,2020-05-28,1
15,9,25,2020-05-29,5
12,5,22,2020-05-30,1
15,8,26,2020-05-31,4
11,3,23,2020-06-01,NA
11,3,24.0249999999996,2020-06-02,NA
11,3,26,2020-06-03,NA
12,3,28,2020-06-04,NA
12,3,30,2020-06-05,NA
12,3,31,2020-06-06,NA
