"estimate","lower","upper","onset_date","n.reported"
11,11,11,2020-05-29,11
13,13,14,2020-05-30,13
6,6,8,2020-05-31,6
14,14,16,2020-06-01,14
12,12,14,2020-06-02,12
9,9,10,2020-06-03,9
1,1,2,2020-06-04,1
7,7,9,2020-06-05,7
6,6,8,2020-06-06,6
8,8,10,2020-06-07,8
13,13,15,2020-06-08,13
9,9,11,2020-06-09,9
9,9,11,2020-06-10,9
8,8,10,2020-06-11,8
10,10,12,2020-06-12,10
9,9,11,2020-06-13,9
8,8,10,2020-06-14,8
7,7,9,2020-06-15,7
6,6,8,2020-06-16,6
8,8,11,2020-06-17,8
8,8,10,2020-06-18,8
8,8,10,2020-06-19,8
4,4,6,2020-06-20,4
1,1,3,2020-06-21,1
6,6,9,2020-06-22,6
5,4,7,2020-06-23,4
5,4,8,2020-06-24,4
8,7,11,2020-06-25,7
3,2,6,2020-06-26,2
2,1,6,2020-06-27,1
2,0,5,2020-06-28,NA
2,0,6,2020-06-29,NA
4,2,8,2020-06-30,2
3,1,8,2020-07-01,1
2,0,7,2020-07-02,NA
2,0,7,2020-07-03,NA
3,0,8,2020-07-04,NA
3,0,8,2020-07-05,NA
3,0,8,2020-07-06,NA
3,0,9,2020-07-07,NA
