"dt_evoluca","n.casos"
2020-04-02,1
2020-04-10,1
2020-04-18,1
2020-04-24,1
2020-04-27,1
2020-04-29,1
2020-04-30,2
2020-05-02,2
2020-05-03,1
2020-05-08,2
2020-05-09,2
2020-05-10,3
2020-05-11,2
2020-05-12,5
2020-05-13,4
2020-05-14,2
2020-05-15,3
2020-05-16,2
2020-05-17,4
2020-05-18,3
2020-05-19,1
2020-05-20,1
2020-05-21,4
2020-05-22,2
2020-05-23,7
2020-05-24,5
2020-05-25,6
2020-05-26,3
2020-05-27,6
2020-05-28,3
2020-05-29,5
2020-05-30,2
2020-05-31,7
2020-06-01,10
2020-06-02,9
2020-06-03,1
2020-06-04,4
2020-06-05,8
2020-06-06,5
2020-06-07,8
2020-06-08,4
2020-06-09,7
2020-06-10,7
2020-06-11,7
2020-06-12,5
2020-06-13,3
2020-06-14,4
2020-06-15,4
2020-06-16,2
2020-06-17,4
2020-06-18,5
2020-06-19,4
2020-06-20,1
2020-06-21,5
2020-06-22,1
