"estimate","lower","upper","onset_date","n.reported"
23,23,23,2020-06-05,23
13,13,15,2020-06-06,13
23,23,26,2020-06-07,23
26,26,29,2020-06-08,26
21,21,24,2020-06-09,21
23,23,26,2020-06-10,23
14,14,17,2020-06-11,14
15,15,18,2020-06-12,15
18,18,21,2020-06-13,18
11,11,14,2020-06-14,11
17,17,20,2020-06-15,17
13,13,16,2020-06-16,13
18,18,21,2020-06-17,18
16,16,19,2020-06-18,16
13,13,16,2020-06-19,13
6,6,8,2020-06-20,6
4,4,6,2020-06-21,4
16,16,18,2020-06-22,16
9,9,12,2020-06-23,9
11,11,14,2020-06-24,11
16,16,19,2020-06-25,16
10,10,13,2020-06-26,10
10,10,13,2020-06-27,10
6,5,8,2020-06-28,5
7,6,9,2020-06-29,6
7,6,10,2020-06-30,6
8,7,11,2020-07-01,7
5,4,9,2020-07-02,4
9,7,13,2020-07-03,7
5,2,9,2020-07-04,2
12,8,17,2020-07-05,8
9,5,14,2020-07-06,4
13,8,19,2020-07-07,7
8,4,15,2020-07-08,2
10,5,17,2020-07-09,3
8,3,15,2020-07-10,1
7,2,15,2020-07-11,NA
8,3,17,2020-07-12,1
7,2,17,2020-07-13,NA
8,2,18,2020-07-14,NA
