"estimate","lower","upper","onset_date","n.reported"
41,41,41,2020-05-31,41
40,40,40,2020-06-01,40
49,49,49,2020-06-02,49
44,44,44,2020-06-03,44
42,42,42,2020-06-04,42
52,52,52,2020-06-05,52
50,50,50,2020-06-06,50
46,46,48,2020-06-07,46
44,44,46,2020-06-08,44
37,37,39,2020-06-09,37
43,42,46,2020-06-10,42
39,38,43,2020-06-11,38
36,34,40,2020-06-12,34
39,36,44,2020-06-13,36
47,44,53,2020-06-14,43
46,42,52,2020-06-15,41
52,47,59,2020-06-16,46
47,42,54,2020-06-17,40
51,46,59,2020-06-18,43
62,56,70,2020-06-19,52
61,55,70,2020-06-20,50
59,51,68,2020-06-21,46
60,52,69,2020-06-22,46
48,41,58,2020-06-23,34
64,56,74,2020-06-24,48
65,57,76,2020-06-25,49
53,44,63,2020-06-26,36
50,42,61,2020-06-27,32
62,53,73,2020-06-28,42
69,59,81,2020-06-29,47
63,53,76,2020-06-30,40
61,51,75,2020-07-01,36
75,64,90,2020-07-02,48
63,51,77,2020-07-03,34
68,56,83,2020-07-04,38
64,52,80,2020-07-05,32
64,50,80,2020-07-06,28
79,64,97,2020-07-07,37
81,65,103,2020-07-08,32
70,50,95,2020-07-09,8
