"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-23,NA
1,1,2,2020-04-24,2
2,2,3,2020-04-25,1
3,3,5,2020-04-26,2
2,2,4,2020-04-27,3
3,3,5,2020-04-28,2
2,2,4,2020-04-29,3
2,2,4,2020-04-30,2
3,3,5,2020-05-01,2
2,2,4,2020-05-02,3
1,1,3,2020-05-03,2
9,9,11,2020-05-04,1
3,3,5,2020-05-05,9
0,0,2,2020-05-06,3
5,5,7,2020-05-07,NA
3,3,5,2020-05-08,5
5,5,7,2020-05-09,3
2,2,4,2020-05-10,5
2,2,4,2020-05-11,2
0,0,2,2020-05-12,2
6,6,8,2020-05-13,NA
0,0,2,2020-05-14,6
7,7,9,2020-05-15,NA
2,2,4,2020-05-16,7
3,3,5,2020-05-17,2
3,3,6,2020-05-18,3
4,4,7,2020-05-19,3
6,5,8,2020-05-20,4
5,4,7,2020-05-21,5
2,1,5,2020-05-22,4
1,0,4,2020-05-23,1
5,4,8,2020-05-24,NA
1,0,5,2020-05-25,4
4,3,8,2020-05-26,NA
3,1,6,2020-05-27,3
3,1,7,2020-05-28,1
3,1,7,2020-05-29,1
3,0,7,2020-05-30,1
3,0,7,2020-05-31,NA
3,0,8,2020-06-01,NA
