"dt_evoluca","n.casos"
2020-01-23,1
2020-03-26,1
2020-03-27,2
2020-03-28,1
2020-03-30,2
2020-04-01,1
2020-04-02,1
2020-04-04,1
2020-04-05,1
2020-04-06,1
2020-04-07,2
2020-04-09,2
2020-04-10,2
2020-04-11,6
2020-04-12,2
2020-04-13,2
2020-04-14,3
2020-04-15,1
2020-04-16,3
2020-04-18,2
2020-04-19,1
2020-04-20,2
2020-04-21,1
2020-04-22,4
2020-04-23,4
2020-04-24,1
2020-04-25,8
2020-04-26,3
2020-04-27,2
2020-04-28,3
2020-04-29,6
2020-04-30,1
2020-05-01,2
2020-05-02,3
2020-05-03,2
2020-05-04,3
2020-05-05,1
2020-05-06,3
2020-05-07,1
2020-05-08,3
2020-05-09,4
2020-05-10,7
2020-05-11,3
2020-05-12,4
2020-05-14,7
2020-05-15,6
2020-05-16,3
2020-05-17,6
2020-05-18,7
2020-05-19,4
2020-05-20,5
2020-05-21,5
2020-05-22,3
2020-05-23,6
2020-05-25,4
2020-05-26,8
2020-05-27,4
2020-05-28,4
2020-05-29,4
2020-05-30,4
2020-05-31,3
2020-06-01,5
2020-06-02,6
2020-06-03,2
2020-06-04,3
2020-06-05,4
2020-06-06,1
2020-06-07,3
2020-06-08,4
2020-06-09,2
2020-06-10,2
2020-06-11,4
2020-06-12,2
2020-06-14,4
2020-06-15,3
2020-06-16,2
2020-06-17,3
2020-06-18,1
2020-06-19,1
2020-06-20,1
2020-06-21,5
2020-06-22,1
2020-06-23,3
2020-06-24,5
2020-06-25,2
2020-06-26,5
2020-06-27,3
2020-06-28,5
2020-06-29,3
2020-06-30,1
2020-07-01,2
2020-07-02,2
2020-07-03,5
2020-07-04,3
2020-07-05,2
2020-07-06,4
2020-07-08,5
2020-07-10,1
2020-07-14,3
