"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-04-20,5
7,7,8,2020-04-21,7
10,10,11,2020-04-22,10
6,6,9,2020-04-23,6
2,2,5,2020-04-24,2
7,7,10,2020-04-25,7
3,3,6,2020-04-26,3
10,10,13,2020-04-27,10
9,9,12,2020-04-28,9
3,3,6,2020-04-29,3
8,8,11,2020-04-30,8
8,8,11,2020-05-01,8
7,7,10,2020-05-02,7
5,4,8,2020-05-03,4
10,9,13,2020-05-04,9
9,8,12,2020-05-05,8
5,4,8,2020-05-06,4
13,12,16,2020-05-07,12
8,7,11,2020-05-08,7
11,10,14,2020-05-09,10
7,6,10,2020-05-10,6
8,7,11,2020-05-11,7
9,8,12,2020-05-12,8
7,6,10,2020-05-13,6
8,7,12,2020-05-14,7
12,10,16,2020-05-15,10
15,13,19,2020-05-16,13
14,11,18,2020-05-17,11
15,12,20,2020-05-18,12
7,3,12,2020-05-19,3
6,3,12,2020-05-20,2
8,4,14,2020-05-21,3
10,6,17,2020-05-22,4
10,5,18,2020-05-23,3
11,5,18,2020-05-24,3
9,4,18,2020-05-25,1
10,4,19,2020-05-26,1
9,3,19,2020-05-27,NA
10,3,19,2020-05-28,NA
10,3,20,2020-05-29,NA
