"dt_notific","n.notific"
2020-03-20,1
2020-03-22,1
2020-03-27,1
2020-03-29,1
2020-03-30,3
2020-03-31,1
2020-04-01,2
2020-04-02,1
2020-04-03,1
2020-04-04,4
2020-04-06,2
2020-04-07,3
2020-04-08,1
2020-04-09,3
2020-04-14,1
2020-04-16,1
2020-04-17,2
2020-04-18,1
2020-04-19,1
2020-04-20,1
2020-04-21,1
2020-04-22,1
2020-04-23,3
2020-04-24,1
2020-04-26,1
2020-04-28,2
2020-04-29,1
2020-04-30,2
2020-05-03,3
2020-05-04,1
2020-05-05,2
2020-05-06,2
2020-05-07,4
2020-05-08,2
2020-05-10,2
2020-05-11,4
2020-05-13,1
2020-05-14,1
2020-05-15,2
2020-05-16,1
2020-05-17,1
2020-05-18,2
2020-05-19,2
2020-05-20,2
2020-05-21,2
2020-05-22,2
2020-05-25,1
2020-05-26,2
2020-05-27,1
2020-05-30,4
2020-06-02,3
2020-06-03,1
2020-06-04,1
