"estimate","lower","upper","onset_date","n.reported"
41,41,41,2020-05-15,41
40,40,41,2020-05-16,40
24,24,26,2020-05-17,24
39,39,41,2020-05-18,39
25,25,27,2020-05-19,25
33,33,35,2020-05-20,33
22,22,24,2020-05-21,22
22,22,24,2020-05-22,22
25,25,27,2020-05-23,25
25,25,28,2020-05-24,25
32,32,35,2020-05-25,32
22,22,25,2020-05-26,22
22,22,25,2020-05-27,22
33,32,36,2020-05-28,32
43,42,46,2020-05-29,42
29,28,32,2020-05-30,28
27,26,31,2020-05-31,26
47,46,51,2020-06-01,46
29,28,33,2020-06-02,28
37,36,41,2020-06-03,36
34,33,39,2020-06-04,33
44,42,48,2020-06-05,42
32,30,36,2020-06-06,30
36,34,41,2020-06-07,34
42,39,47,2020-06-08,39
36,33,41,2020-06-09,33
42,39,48,2020-06-10,39
33,30,38,2020-06-11,29
24,21,30,2020-06-12,20
29,24,35,2020-06-13,23
30,25,37,2020-06-14,22
35,29,43,2020-06-15,25
23,16,32,2020-06-16,10
38,30,49,2020-06-17,21
51,41,65,2020-06-18,29
39,27,52,2020-06-19,13
30,17,45,2020-06-20,2
35,21,54,2020-06-21,4
33,17,54,2020-06-22,NA
34,16,57,2020-06-23,NA
