"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-14,2
0,0,0,2020-04-15,NA
0,0,0,2020-04-16,NA
0,0,0,2020-04-17,NA
0,0,0,2020-04-18,NA
1,1,1,2020-04-19,1
0,0,0,2020-04-20,NA
0,0,0,2020-04-21,NA
0,0,0,2020-04-22,NA
3,3,3,2020-04-23,3
2,2,2,2020-04-24,2
0,0,0,2020-04-25,NA
0,0,0,2020-04-26,NA
0,0,0,2020-04-27,NA
2,2,2,2020-04-28,2
0,0,0,2020-04-29,NA
0,0,0,2020-04-30,NA
1,1,1,2020-05-01,1
0,0,1,2020-05-02,NA
1,1,2,2020-05-03,1
1,1,2,2020-05-04,1
1,1,2,2020-05-05,1
0,0,1,2020-05-06,NA
2,2,3,2020-05-07,2
1,1,2,2020-05-08,1
0,0,1,2020-05-09,NA
1,1,2,2020-05-10,1
4,4,5,2020-05-11,4
2,2,3,2020-05-12,2
0,0,1,2020-05-13,NA
1,1,3,2020-05-14,1
4,4,6,2020-05-15,4
3,3,5,2020-05-16,3
2,2,4,2020-05-17,2
2,2,4,2020-05-18,2
1,1,3,2020-05-19,1
1,1,4,2020-05-20,1
3,2,6,2020-05-21,2
4,3,7,2020-05-22,3
2,1,7,2020-05-23,1
