"estimate","lower","upper","onset_date","n.reported"
24,24,24,2020-05-27,24
26,26,28,2020-05-28,26
33,33,36,2020-05-29,33
31,31,34,2020-05-30,31
33,33,36,2020-05-31,33
55,54,58,2020-06-01,54
48,47,51,2020-06-02,47
33,32,36,2020-06-03,32
42,41,46,2020-06-04,41
47,45,51,2020-06-05,45
52,50,57,2020-06-06,50
44,41,49,2020-06-07,41
54,50,59,2020-06-08,50
42,39,48,2020-06-09,38
63,59,69,2020-06-10,58
50,45,56,2020-06-11,44
57,52,64,2020-06-12,50
43,38,51,2020-06-13,36
68,61,76,2020-06-14,57
92,84,102,2020-06-15,78
56,50,65,2020-06-16,44
69,61,78,2020-06-17,54
50,43,60,2020-06-18,35
60,52,71,2020-06-19,42
77,67,89.0249999999996,2020-06-20,55
50,41,62,2020-06-21,29
55,45,67,2020-06-22,32
50,40,63,2020-06-23,26
51,39,65,2020-06-24,24
48,36,62,2020-06-25,19
49,37,64,2020-06-26,18
48,35,65,2020-06-27,15
40,26,57,2020-06-28,7
38,23,57,2020-06-29,5
37,21,59,2020-06-30,3
37,19,60.0249999999996,2020-07-01,1
38,17,65,2020-07-02,NA
42,19,73,2020-07-03,2
40,16,77,2020-07-04,NA
40,15,82,2020-07-05,NA
