"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-05-13,7
13,13,13,2020-05-14,13
7,7,7,2020-05-15,7
10,10,10,2020-05-16,10
7,7,7,2020-05-17,7
13,13,13,2020-05-18,13
14,14,14,2020-05-19,14
11,11,11,2020-05-20,11
6,6,7,2020-05-21,6
8,8,10,2020-05-22,8
12,12,14,2020-05-23,12
8,8,10,2020-05-24,8
10,10,12,2020-05-25,10
14,14,16,2020-05-26,14
10,10,12,2020-05-27,10
14,14,16,2020-05-28,14
10,10,13,2020-05-29,10
9,9,12,2020-05-30,9
12,12,15,2020-05-31,12
16,15,18,2020-06-01,15
7,6,9,2020-06-02,6
8,7,11,2020-06-03,7
6,5,9,2020-06-04,5
18,17,21,2020-06-05,17
11,10,15,2020-06-06,10
14,12,17,2020-06-07,12
13,11,17,2020-06-08,11
8,6,12,2020-06-09,6
17,14,21,2020-06-10,14
16,13,21,2020-06-11,13
23,19,28,2020-06-12,19
18,15,23,2020-06-13,14
14,11,20,2020-06-14,10
12,8,18,2020-06-15,7
19,15,26,2020-06-16,13
17,11,24,2020-06-17,9
19,13,27,2020-06-18,10
20,14,29,2020-06-19,10
19,12,30,2020-06-20,7
17,9,28,2020-06-21,2
