"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-04-29,8
6,6,6,2020-04-30,6
8,8,8,2020-05-01,8
10,10,10,2020-05-02,10
6,6,6,2020-05-03,6
8,8,8,2020-05-04,8
6,6,6,2020-05-05,6
6,6,6,2020-05-06,6
5,5,5,2020-05-07,5
13,13,13,2020-05-08,13
19,19,19,2020-05-09,19
8,8,9,2020-05-10,8
5,5,6,2020-05-11,5
12,12,13,2020-05-12,12
7,7,8,2020-05-13,7
5,5,6,2020-05-14,5
11,11,12,2020-05-15,11
7,7,8,2020-05-16,7
7,7,8,2020-05-17,7
8,8,10,2020-05-18,8
9,9,11,2020-05-19,9
4,4,6,2020-05-20,4
5,5,7,2020-05-21,5
8,8,10,2020-05-22,8
12,12,14,2020-05-23,12
5,5,7,2020-05-24,5
9,9,11,2020-05-25,9
9,8,11,2020-05-26,8
7,6,9,2020-05-27,6
1,0,3,2020-05-28,NA
5,4,8,2020-05-29,4
4,3,7,2020-05-30,3
3,2,6.02499999999964,2020-05-31,2
3,1,6,2020-06-01,1
4,2,8,2020-06-02,2
2,0,7,2020-06-03,NA
6,3,11,2020-06-04,3
3,0,9,2020-06-05,NA
7,3,13,2020-06-06,3
4,0,11,2020-06-07,NA
