"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-04-26,3
2,2,2,2020-04-27,2
2,2,2,2020-04-28,2
3,3,3,2020-04-29,3
0,0,0,2020-04-30,NA
4,4,4,2020-05-01,4
3,3,3,2020-05-02,3
3,3,3,2020-05-03,3
4,4,4,2020-05-04,4
1,1,1,2020-05-05,1
3,3,3,2020-05-06,3
2,2,3,2020-05-07,2
2,2,3,2020-05-08,2
10,10,11,2020-05-09,10
3,3,4,2020-05-10,3
1,1,2,2020-05-11,1
5,5,6,2020-05-12,5
5,5,6,2020-05-13,5
3,3,4,2020-05-14,3
3,3,5,2020-05-15,3
3,3,5,2020-05-16,3
2,2,4,2020-05-17,2
3,3,5,2020-05-18,3
4,4,6,2020-05-19,4
0,0,2,2020-05-20,NA
0,0,2,2020-05-21,NA
2,2,4,2020-05-22,2
3,3,5,2020-05-23,3
2,2,4,2020-05-24,2
4,4,6,2020-05-25,4
2,2,4,2020-05-26,2
0,0,2,2020-05-27,NA
0,0,2,2020-05-28,NA
0,0,2,2020-05-29,NA
0,0,3,2020-05-30,NA
3,2,5,2020-05-31,2
1,0,4,2020-06-01,NA
1,0,4,2020-06-02,NA
1,0,4,2020-06-03,NA
1,0,5,2020-06-04,NA
