"dt_evoluca","n.casos"
2020-03-17,2
2020-03-18,1
2020-03-19,1
2020-03-20,1
2020-03-22,1
2020-03-23,5
2020-03-24,1
2020-03-26,2
2020-03-27,1
2020-03-28,3
2020-03-29,3
2020-03-30,3
2020-03-31,4
2020-04-01,5
2020-04-02,3
2020-04-03,1
2020-04-04,2
2020-04-05,1
2020-04-06,3
2020-04-07,4
2020-04-08,2
2020-04-09,3
2020-04-10,6
2020-04-11,4
2020-04-12,4
2020-04-13,5
2020-04-14,1
2020-04-15,3
2020-04-16,3
2020-04-17,2
2020-04-18,4
2020-04-19,8
2020-04-20,5
2020-04-21,6
2020-04-23,1
2020-04-24,5
2020-04-25,4
2020-04-26,5
2020-04-27,7
2020-04-28,5
2020-04-29,6
2020-04-30,7
2020-05-01,6
2020-05-02,7
2020-05-03,4
2020-05-04,3
2020-05-05,9
2020-05-06,5
2020-05-07,4
2020-05-08,4
2020-05-09,8
2020-05-10,3
2020-05-11,1
2020-05-12,6
2020-05-13,4
2020-05-14,5
2020-05-15,7
2020-05-16,7
2020-05-17,4
2020-05-18,6
2020-05-19,8
2020-05-20,7
2020-05-21,7
2020-05-22,5
2020-05-23,6
2020-05-24,4
2020-05-25,3
2020-05-26,4
2020-05-27,7
2020-05-28,6
2020-05-29,4
2020-05-30,5
2020-05-31,1
2020-06-01,4
2020-06-02,2
2020-06-03,2
2020-06-04,2
2020-06-05,1
