"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-05-26,7
17,17,17,2020-05-27,17
12,12,12,2020-05-28,12
10,10,10,2020-05-29,10
6,6,6,2020-05-30,6
5,5,5,2020-05-31,5
10,10,10,2020-06-01,10
7,7,7,2020-06-02,7
7,7,7,2020-06-03,7
18,18,18,2020-06-04,18
7,7,7,2020-06-05,7
6,6,6,2020-06-06,6
6,6,6,2020-06-07,6
10,10,10,2020-06-08,10
4,4,5,2020-06-09,4
4,4,5,2020-06-10,4
14,14,16,2020-06-11,14
7,7,9,2020-06-12,7
3,3,5,2020-06-13,3
9,9,12,2020-06-14,9
10,10,13,2020-06-15,10
6,6,9,2020-06-16,6
6,6,9,2020-06-17,6
2,2,5,2020-06-18,2
1,1,4,2020-06-19,1
4,3,6,2020-06-20,3
12,11,15,2020-06-21,11
5,4,8,2020-06-22,4
7,6,10,2020-06-23,6
5,4,8,2020-06-24,4
5,4,8,2020-06-25,4
13,11,16,2020-06-26,11
6,4,9,2020-06-27,4
8,6,12,2020-06-28,6
6,4,10,2020-06-29,4
3,1,8,2020-06-30,1
5,2,9,2020-07-01,2
4,1,9,2020-07-02,1
6,2,11,2020-07-03,2
4,0,10,2020-07-04,NA
