"estimate","lower","upper","onset_date","n.reported"
46,46,46,2020-04-27,46
39,39,40,2020-04-28,39
38,38,40,2020-04-29,38
32,32,35,2020-04-30,32
56,55,59,2020-05-01,55
30,29,33,2020-05-02,29
35,34,38,2020-05-03,34
51,50,54,2020-05-04,50
34,33,37,2020-05-05,33
41,40,45,2020-05-06,40
41,40,45,2020-05-07,40
28,27,32,2020-05-08,27
38,37,42,2020-05-09,37
40,39,44,2020-05-10,39
41,39,44,2020-05-11,39
39,37,43,2020-05-12,37
36,33,40,2020-05-13,33
28,25,33,2020-05-14,25
40,36,45,2020-05-15,36
24,21,30,2020-05-16,20
45,41,51,2020-05-17,40
47,43,53,2020-05-18,41
44,39,51,2020-05-19,37
49,44,56,2020-05-20,41
33,27,40,2020-05-21,24
39,33,46,2020-05-22,29
28,22,36,2020-05-23,17
38,32,47,2020-05-24,26
40,33,49,2020-05-25,26
40,32,49,2020-05-26,24
36,28,46,2020-05-27,18
39,30,49,2020-05-28,18
36,27,48,2020-05-29,13
40,29,53,2020-05-30,13
45,33,59,2020-05-31,15
40,28,55,2020-06-01,8
39,26,56,2020-06-02,5
40,26,59,2020-06-03,3
41,26,62,2020-06-04,2
44,29,68,2020-06-05,3
