"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-05-10,7
7,7,7,2020-05-11,7
6,6,6,2020-05-12,6
7,7,7,2020-05-13,7
8,8,8,2020-05-14,8
8,8,8,2020-05-15,8
12,12,12,2020-05-16,12
6,6,7,2020-05-17,6
8,8,9,2020-05-18,8
4,4,5,2020-05-19,4
10,10,11,2020-05-20,10
7,7,9,2020-05-21,7
4,4,6,2020-05-22,4
6,6,8,2020-05-23,6
7,7,9,2020-05-24,7
7,7,9,2020-05-25,7
7,7,9,2020-05-26,7
8,8,10,2020-05-27,8
5,5,7,2020-05-28,5
5,4,7,2020-05-29,4
3,2,6,2020-05-30,2
6,5,9,2020-05-31,5
3,2,6,2020-06-01,2
5,4,8,2020-06-02,4
9,8,13,2020-06-03,8
3,2,7,2020-06-04,2
3,1,6,2020-06-05,1
7,5,10,2020-06-06,5
5,3,9,2020-06-07,3
2,0,6,2020-06-08,NA
5,3,9,2020-06-09,3
4,1,8,2020-06-10,1
12,9,17,2020-06-11,9
7,4,12,2020-06-12,4
5,2,10,2020-06-13,1
5,2,10,2020-06-14,1
5,2,11,2020-06-15,1
7,3,13,2020-06-16,2
7,3,13,2020-06-17,2
5,1,12,2020-06-18,NA
