"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-19,3
9,9,9,2020-05-20,9
5,5,5,2020-05-21,5
5,5,5,2020-05-22,5
6,6,6,2020-05-23,6
7,7,7,2020-05-24,7
7,7,7,2020-05-25,7
6,6,6,2020-05-26,6
8,8,8,2020-05-27,8
3,3,3,2020-05-28,3
3,3,3,2020-05-29,3
1,1,1,2020-05-30,1
5,5,5,2020-05-31,5
3,3,3,2020-06-01,3
3,3,3,2020-06-02,3
5,5,5,2020-06-03,5
2,2,3,2020-06-04,2
1,1,2,2020-06-05,1
5,5,6,2020-06-06,5
2,2,3,2020-06-07,2
0,0,1,2020-06-08,NA
2,2,4,2020-06-09,2
2,2,4,2020-06-10,2
5,5,7,2020-06-11,5
4,4,6,2020-06-12,4
2,2,4,2020-06-13,2
1,1,3,2020-06-14,1
1,1,3,2020-06-15,1
1,1,4,2020-06-16,1
2,2,5,2020-06-17,2
0,0,3,2020-06-18,NA
2,1,4,2020-06-19,1
2,1,4,2020-06-20,1
2,1,5,2020-06-21,1
2,1,5,2020-06-22,1
2,1,5,2020-06-23,1
3,2,7,2020-06-24,2
4,2,7,2020-06-25,2
2,0,6,2020-06-26,NA
2,0,6,2020-06-27,NA
