"estimate","lower","upper","onset_date","n.reported"
16,16,16,2020-05-24,16
13,13,13,2020-05-25,13
23,23,23,2020-05-26,23
17,17,17,2020-05-27,17
25,25,25,2020-05-28,25
20,20,20,2020-05-29,20
25,25,25,2020-05-30,25
19,19,19,2020-05-31,19
24,24,24,2020-06-01,24
32,32,32,2020-06-02,32
35,35,35,2020-06-03,35
23,23,23,2020-06-04,23
32,32,32,2020-06-05,32
24,24,25,2020-06-06,24
21,21,22,2020-06-07,21
32,32,33,2020-06-08,32
33,33,35,2020-06-09,33
31,31,33,2020-06-10,31
32,32,34,2020-06-11,32
27,27,29,2020-06-12,27
43,43,45,2020-06-13,43
33,33,36,2020-06-14,33
37,36,39,2020-06-15,36
36,35,38,2020-06-16,35
39,38,42,2020-06-17,38
33,32,37,2020-06-18,32
32,30,35,2020-06-19,30
42,40,46,2020-06-20,40
32,29,36,2020-06-21,29
27,24,32,2020-06-22,24
42,39,47,2020-06-23,38
39,35,45,2020-06-24,34
38,33,44,2020-06-25,31
34,29,41,2020-06-26,25
44,38,52,2020-06-27,32
41,33,50,2020-06-28,25
58,49,69,2020-06-29,36
54,43,68,2020-06-30,26
68,54,87,2020-07-01,30
56,39,78,2020-07-02,9
