"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-05-23,4
4,4,4,2020-05-24,4
4,4,4,2020-05-25,4
4,4,4,2020-05-26,4
4,4,4,2020-05-27,4
4,4,4,2020-05-28,4
2,2,2,2020-05-29,2
9,9,9,2020-05-30,9
8,8,8,2020-05-31,8
7,7,7,2020-06-01,7
11,11,11,2020-06-02,11
14,14,14,2020-06-03,14
11,11,11,2020-06-04,11
9,9,9,2020-06-05,9
6,6,6,2020-06-06,6
6,6,7,2020-06-07,6
15,15,16,2020-06-08,15
14,14,15,2020-06-09,14
14,14,15,2020-06-10,14
13,13,14,2020-06-11,13
12,12,13,2020-06-12,12
17,17,18,2020-06-13,17
15,15,16,2020-06-14,15
17,17,19,2020-06-15,17
20,20,22,2020-06-16,20
21,21,23,2020-06-17,21
14,14,16,2020-06-18,14
10,10,13,2020-06-19,10
24,23,26,2020-06-20,23
15,14,17,2020-06-21,14
14,13,17,2020-06-22,13
26,25,30,2020-06-23,25
20,18,24,2020-06-24,18
15,13,19,2020-06-25,13
16,12,20,2020-06-26,12
27,23,33,2020-06-27,22
20,15,27,2020-06-28,13
33,26,41,2020-06-29,22
22,15,33,2020-06-30,8
35,23,53,2020-07-01,12
