"estimate","lower","upper","onset_date","n.reported"
119,119,119,2020-05-23,119
124,122,131,2020-05-24,122
176,172,184,2020-05-25,172
141,137,148,2020-05-26,136
154,149,162,2020-05-27,148
173,167,182.025,2020-05-28,165
167,162,177,2020-05-29,159
161,155,171,2020-05-30,152
198,191,209,2020-05-31,186
300,290,314,2020-06-01,282
180,173,191,2020-06-02,167
208,201,219,2020-06-03,194
164,157,175,2020-06-04,151
230,221,242,2020-06-05,213
195,187,207,2020-06-06,179
193,184,205,2020-06-07,176
276,266,291,2020-06-08,253
214,204,227,2020-06-09,193
301,289,317,2020-06-10,273
233,222,247,2020-06-11,208
247,236,261,2020-06-12,220
253,241,268,2020-06-13,224
219,208,233,2020-06-14,190
254.5,242,270,2020-06-15,219
274,260,291,2020-06-16,232
246,231,262,2020-06-17,201
263,247,281.025,2020-06-18,210
308,290,330,2020-06-19,241
285,266,306,2020-06-20,215
241,222,263,2020-06-21,170
277,254,301,2020-06-22,186
283,259,311,2020-06-23,176
250,225,279,2020-06-24,137
235,207,268,2020-06-25,111
259,226,297,2020-06-26,109
237,200,279,2020-06-27,74
329,280,388.025,2020-06-28,91
295,235,367,2020-06-29,46
250,179,339,2020-06-30,13
246,151,380,2020-07-01,1
