"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-04-26,NA
0,0,0,2020-04-27,1
0,0,1,2020-04-28,NA
0,0,1,2020-04-29,NA
1,1,2,2020-04-30,NA
1,1,2,2020-05-01,1
1,1,2,2020-05-02,1
0,0,2,2020-05-03,1
0,0,2,2020-05-04,NA
1,1,3,2020-05-05,NA
2,2,4,2020-05-06,1
1,1,4,2020-05-07,2
0,0,4,2020-05-08,1
4,3,8,2020-05-09,NA
4,3,9,2020-05-10,3
2,1,8,2020-05-11,3
7,5,15,2020-05-12,1
9,6,19,2020-05-13,5
11,7,23,2020-05-14,6
12,8,23,2020-05-15,7
6,3,15,2020-05-16,8
4,2,13,2020-05-17,3
6,3,15,2020-05-18,2
8,5,18,2020-05-19,3
7,4,17,2020-05-20,5
4,1,13,2020-05-21,4
8,4,18,2020-05-22,1
8,3,20,2020-05-23,4
14,8,30,2020-05-24,3
16,9,34,2020-05-25,7
12,5,29,2020-05-26,7
9,3,23,2020-05-27,4
8,2,23,2020-05-28,2
11,4,28,2020-05-29,1
8,1,26,2020-05-30,3
9,2,32,2020-05-31,NA
8,1,34,2020-06-01,1
8,1,38,2020-06-02,NA
8,0,45,2020-06-03,NA
8,0,55,2020-06-04,NA
