"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-20,5
2,2,2,2020-05-21,2
3,3,3,2020-05-22,3
2,2,3,2020-05-23,2
3,3,4,2020-05-24,3
5,5,6,2020-05-25,5
4,4,5,2020-05-26,4
1,1,3,2020-05-27,1
2,2,4,2020-05-28,2
1,1,3,2020-05-29,1
3,3,5,2020-05-30,3
1,1,3,2020-05-31,1
9,9,11,2020-06-01,9
0,0,2,2020-06-02,NA
4,4,7,2020-06-03,4
4,4,7,2020-06-04,4
5,5,8,2020-06-05,5
7,7,10,2020-06-06,7
8,7,10,2020-06-07,7
1,0,3,2020-06-08,NA
6,5,8,2020-06-09,5
4,3,6,2020-06-10,3
9,8,12,2020-06-11,8
4,3,7,2020-06-12,3
4,3,7,2020-06-13,3
7,6,10,2020-06-14,6
4,3,7,2020-06-15,3
7,6,11,2020-06-16,6
9,8,13,2020-06-17,8
8,6,11,2020-06-18,6
6,4,9.02499999999964,2020-06-19,4
4,2,8,2020-06-20,2
4,2,8,2020-06-21,2
7,4,11,2020-06-22,4
7,4,12,2020-06-23,4
4,1,10,2020-06-24,1
4,0,10,2020-06-25,NA
7,3,13,2020-06-26,2
5,1,12,2020-06-27,NA
5,1,12,2020-06-28,NA
