"dt_sin_pri","n.casos"
2020-01-11,1
2020-01-12,1
2020-01-15,1
2020-01-27,1
2020-02-04,1
2020-02-08,1
2020-02-16,1
2020-02-18,1
2020-02-22,1
2020-02-24,1
2020-03-03,1
2020-03-07,1
2020-03-09,2
2020-03-13,1
2020-03-14,1
2020-03-15,2
2020-03-16,1
2020-03-17,3
2020-03-18,3
2020-03-19,1
2020-03-20,4
2020-03-21,2
2020-03-22,2
2020-03-23,2
2020-03-24,1
2020-03-25,4
2020-03-26,6
2020-03-27,4
2020-03-28,4
2020-03-29,3
2020-03-30,1
2020-03-31,3
2020-04-01,2
2020-04-03,3
2020-04-05,1
2020-04-06,1
2020-04-07,3
2020-04-10,1
2020-04-13,4
2020-04-15,2
2020-04-16,1
2020-04-19,1
2020-04-20,2
2020-04-21,2
2020-04-22,1
2020-04-24,1
2020-04-26,3
2020-04-29,1
2020-04-30,2
2020-05-01,1
2020-05-02,1
2020-05-05,1
2020-05-06,2
2020-05-08,1
2020-05-09,3
2020-05-10,1
2020-05-11,1
2020-05-13,2
2020-05-14,1
2020-05-15,3
2020-05-16,1
2020-05-17,2
2020-05-18,1
2020-05-20,1
2020-05-21,2
2020-05-22,2
2020-05-24,1
2020-05-25,3
2020-05-26,1
2020-05-28,1
2020-06-01,1
