"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-06-01,3
0,0,1,2020-06-02,NA
0,0,1,2020-06-03,NA
4,4,5,2020-06-04,4
1,1,2,2020-06-05,1
1,1,2,2020-06-06,1
4,4,6,2020-06-07,4
0,0,2,2020-06-08,NA
3,3,5,2020-06-09,3
0,0,2,2020-06-10,NA
2,2,4,2020-06-11,2
1,1,3.02499999999964,2020-06-12,1
1,1,4,2020-06-13,1
2,2,5,2020-06-14,2
5,4,8,2020-06-15,4
3,2,6,2020-06-16,2
3,2,6,2020-06-17,2
5,4,9,2020-06-18,4
4,3,9,2020-06-19,3
7,5,11.0249999999996,2020-06-20,5
4,2,9,2020-06-21,2
7,5,13,2020-06-22,5
7,5,13,2020-06-23,5
5,3,11,2020-06-24,3
3,1,8,2020-06-25,1
8,5,14,2020-06-26,5
6,3,13,2020-06-27,3
5,1,12,2020-06-28,1
7,3,15,2020-06-29,3
11,6,21,2020-06-30,5
11,5,22,2020-07-01,4
10,5,22,2020-07-02,3
7,2,19,2020-07-03,NA
8,2,21,2020-07-04,NA
10,3,28,2020-07-05,1
12,4,37,2020-07-06,1
12,3,45,2020-07-07,NA
15,5,67,2020-07-08,2
13,3,72,2020-07-09,NA
13,3,78,2020-07-10,NA
