"estimate","lower","upper","onset_date","n.reported"
32,32,32,2020-05-21,32
35,35,37,2020-05-22,35
34,34,37,2020-05-23,34
38,37,41,2020-05-24,37
47,46,50,2020-05-25,46
49,48,53,2020-05-26,48
36,35,40,2020-05-27,35
50,49,54,2020-05-28,49
34,32,38,2020-05-29,32
53,51,57,2020-05-30,51
48,46,52,2020-05-31,46
70,68,75,2020-06-01,68
57,55,62,2020-06-02,55
45,43,50,2020-06-03,43
45,43,50,2020-06-04,43
58,55,62,2020-06-05,55
65,62,69,2020-06-06,62
51,48,55,2020-06-07,48
53,50,58,2020-06-08,50
43,40,48,2020-06-09,40
74,70,79,2020-06-10,70
68,64,73,2020-06-11,64
61,58,66,2020-06-12,57
65,62,71,2020-06-13,61
52,48,57,2020-06-14,47
58,54,64,2020-06-15,52
57,52,63,2020-06-16,50
53,48,59,2020-06-17,45
52,46,59,2020-06-18,43
49,43,56,2020-06-19,38
59,52,68,2020-06-20,45
57,49,67,2020-06-21,40
72,63,84,2020-06-22,48
60,49,73,2020-06-23,30
68,55,82,2020-06-24,32
69,55,85,2020-06-25,27
64,48,82,2020-06-26,15
69,51,91,2020-06-27,12
75,54,103,2020-06-28,11
73,50,108,2020-06-29,3
