"dt_sin_pri","n.casos"
2020-03-03,1
2020-03-20,1
2020-03-25,1
2020-03-26,3
2020-03-29,1
2020-03-30,1
2020-03-31,1
2020-04-01,2
2020-04-02,2
2020-04-03,1
2020-04-04,1
2020-04-05,1
2020-04-07,1
2020-04-09,2
2020-04-10,3
2020-04-11,1
2020-04-13,1
2020-04-14,2
2020-04-15,3
2020-04-16,4
2020-04-17,2
2020-04-18,3
2020-04-19,7
2020-04-20,6
2020-04-21,5
2020-04-22,4
2020-04-23,6
2020-04-24,10
2020-04-25,11
2020-04-26,5
2020-04-27,6
2020-04-28,5
2020-04-29,5
2020-04-30,8
2020-05-01,11
2020-05-02,8
2020-05-03,7
2020-05-04,11
2020-05-05,12
2020-05-06,6
2020-05-07,8
2020-05-08,10
2020-05-09,9
2020-05-10,7
2020-05-11,8
2020-05-12,11
2020-05-13,6
2020-05-14,10
2020-05-15,7
2020-05-16,10
2020-05-17,5
2020-05-18,10
2020-05-19,4
2020-05-20,16
2020-05-21,5
2020-05-22,7
2020-05-23,7
2020-05-24,5
2020-05-25,8
2020-05-26,7
2020-05-27,5
2020-05-28,5
2020-05-29,5
2020-05-30,11
2020-05-31,3
2020-06-01,5
2020-06-02,6
2020-06-03,8
2020-06-04,4
2020-06-05,8
2020-06-06,7
2020-06-07,2
2020-06-08,7
2020-06-09,4
2020-06-10,4
2020-06-11,4
2020-06-12,3
2020-06-13,3
2020-06-14,5
2020-06-15,1
2020-06-17,5
2020-06-18,4
2020-06-19,1
2020-06-20,6
2020-06-21,3
2020-06-22,2
2020-06-23,1
2020-06-24,1
2020-06-25,6
2020-06-26,2
2020-06-27,2
2020-06-28,3
2020-06-30,3
2020-07-01,3
2020-07-02,1
2020-07-03,3
2020-07-04,2
2020-07-05,1
2020-07-06,4
2020-07-08,1
2020-07-09,1
2020-07-10,1
2020-07-11,1
2020-07-16,1
