"estimate","lower","upper","onset_date","n.reported"
10,10,10,2020-06-05,10
3,3,6,2020-06-06,3
7,6,10,2020-06-07,6
10,9,13,2020-06-08,9
14,13,17,2020-06-09,13
12,11,16,2020-06-10,11
13,12,17,2020-06-11,12
20,19,24,2020-06-12,19
9,8,13,2020-06-13,8
11,10,15,2020-06-14,10
9,8,13,2020-06-15,8
11,10,15,2020-06-16,10
8,7,12,2020-06-17,7
16,15,20,2020-06-18,15
14,13,18,2020-06-19,13
16,15,20,2020-06-20,15
11,9,14,2020-06-21,9
14,12,17.0249999999996,2020-06-22,12
11,9,15,2020-06-23,9
12,10,16,2020-06-24,10
10,8,14,2020-06-25,8
13,11,17,2020-06-26,11
11,9,15,2020-06-27,9
12,10,17,2020-06-28,10
17,14,21,2020-06-29,14
18,15,23,2020-06-30,15
10,7,15,2020-07-01,7
17,14,23,2020-07-02,14
16,13,22,2020-07-03,12
14,10,20,2020-07-04,9
15,10,21,2020-07-05,9
18,14,25,2020-07-06,12
22,17,29,2020-07-07,14
17,12,25,2020-07-08,8
16,10,25,2020-07-09,6
15,9,24,2020-07-10,4
18,11,28,2020-07-11,5
16,9,27,2020-07-12,2
16,8,28,2020-07-13,1
17,8,30,2020-07-14,NA
