"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-04-22,5
6,6,6,2020-04-23,6
5,5,7,2020-04-24,5
5,5,8,2020-04-25,5
5,5,8,2020-04-26,5
6,6,9,2020-04-27,6
5,5,8,2020-04-28,5
2,2,5,2020-04-29,2
5,4,8,2020-04-30,4
13,12,16,2020-05-01,12
4,3,7,2020-05-02,3
6,5,9,2020-05-03,5
5,4,8,2020-05-04,4
6,5,9,2020-05-05,5
2,1,5,2020-05-06,1
4,3,8,2020-05-07,3
4,3,8,2020-05-08,3
3,2,7,2020-05-09,2
8,7,13,2020-05-10,7
6,4,10,2020-05-11,4
8,6,12,2020-05-12,6
5,3,10,2020-05-13,3
8,6,13,2020-05-14,6
4,2,9,2020-05-15,2
6,3,11,2020-05-16,3
8,5,14,2020-05-17,5
4,0,10,2020-05-18,NA
9,6,16,2020-05-19,5
6,2,12,2020-05-20,1
7,3,14,2020-05-21,2
7,2,14,2020-05-22,1
9,4.97500000000022,17,2020-05-23,3
6,2,15,2020-05-24,NA
7,2,16,2020-05-25,NA
9,4,19,2020-05-26,2
7,2,19,2020-05-27,NA
7,2,21,2020-05-28,NA
7,2,22,2020-05-29,NA
7,2,23,2020-05-30,NA
7,2,23,2020-05-31,NA
