"estimate","lower","upper","onset_date","n.reported"
30,30,30,2020-04-26,30
25,25,28,2020-04-27,25
24,24,28,2020-04-28,24
17,17,21,2020-04-29,17
24,23,28,2020-04-30,23
44,43,48,2020-05-01,43
21,20,25,2020-05-02,20
24,23,28,2020-05-03,23
24,23,28,2020-05-04,23
32,30,36,2020-05-05,30
16,14,20,2020-05-06,14
27,25,32,2020-05-07,25
28,25,32,2020-05-08,25
22,19,27,2020-05-09,19
45,42,51,2020-05-10,41
22,19,28,2020-05-11,18
38,33,44,2020-05-12,32
19,14,25,2020-05-13,13
36,30,43,2020-05-14,28
36,30,43,2020-05-15,27
22,16,30,2020-05-16,13
40,34,49,2020-05-17,29
38,31,47,2020-05-18,26
32,24,42,2020-05-19,18
39,31,49,2020-05-20,23
41,32,52,2020-05-21,22
35,26,47,2020-05-22,15
38,28,50,2020-05-23,15
40,29,54,2020-05-24,15
38,26,54,2020-05-25,10
45,31,62.0249999999996,2020-05-26,11
50,34,72,2020-05-27,11
59,41,89,2020-05-28,15
51,33,79,2020-05-29,6
48,30,78,2020-05-30,3
49,29,80,2020-05-31,3
47,27,83,2020-06-01,1
48,26,89,2020-06-02,1
48,24,91,2020-06-03,NA
48,23,97,2020-06-04,NA
