"estimate","lower","upper","onset_date","n.reported"
37,37,37,2020-06-06,37
29,29,29,2020-06-07,29
30,30,30,2020-06-08,30
23,23,23,2020-06-09,23
24,24,24,2020-06-10,24
30,30,30,2020-06-11,30
22,22,22,2020-06-12,22
22,22,23,2020-06-13,22
28,28,32,2020-06-14,28
36,35,40,2020-06-15,35
41,39,45,2020-06-16,39
33,31,37,2020-06-17,31
34,31,40,2020-06-18,31
26,23,31,2020-06-19,23
39,35,45,2020-06-20,35
30,26,36,2020-06-21,26
29,25,34,2020-06-22,25
17,13,22,2020-06-23,13
10,7,16,2020-06-24,7
20,17,26,2020-06-25,16
15,11,20,2020-06-26,10
23,18,29,2020-06-27,17
32,26,39,2020-06-28,24
25,20,33,2020-06-29,17
21,15,29,2020-06-30,12
38,31,48,2020-07-01,26
40,33,51,2020-07-02,27
24,17,33,2020-07-03,12
28,21,37,2020-07-04,16
23,16,32,2020-07-05,11
29,22,39,2020-07-06,16
23,16,34,2020-07-07,10
28,20,39,2020-07-08,14
28,20,39,2020-07-09,13
20,11,31,2020-07-10,5
26,16,38,2020-07-11,8
28,17,43,2020-07-12,6
36,22,57,2020-07-13,8
44,26,75,2020-07-14,9
37,18,77,2020-07-15,NA
