"estimate","lower","upper","onset_date","n.reported"
37,37,37,2020-05-10,37
25,24,29,2020-05-11,24
17,15,21,2020-05-12,15
26,24,31,2020-05-13,24
21,19,27,2020-05-14,19
28,25,33,2020-05-15,25
27,24,33,2020-05-16,24
22,18,28,2020-05-17,18
21,18,28,2020-05-18,17
24,20,30,2020-05-19,19
28,23,35,2020-05-20,22
27,23,34,2020-05-21,21
29,24,37,2020-05-22,22
35,29,43,2020-05-23,27
35,29,43,2020-05-24,26
29,23,37,2020-05-25,19
29,22,37,2020-05-26,18
26,20,35,2020-05-27,15
23,16,32,2020-05-28,11
41,33,50,2020-05-29,27
27,19,37,2020-05-30,13
32,24,42,2020-05-31,17
28,20,38,2020-06-01,12
30,22,41,2020-06-02,13
31,22,42,2020-06-03,13
26,17,37,2020-06-04,7
23,14,34,2020-06-05,4
26,16,38,2020-06-06,6
28,18,39,2020-06-07,7
27,17,39,2020-06-08,5
25,15,38,2020-06-09,3
23,12,36,2020-06-10,NA
25,14,39,2020-06-11,2
25,13,40,2020-06-12,1
27,14,42,2020-06-13,2
25,12,41,2020-06-14,NA
25,12,42,2020-06-15,NA
26,12,43,2020-06-16,NA
26,12,45,2020-06-17,NA
26,12,45,2020-06-18,NA
