"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-04-23,9
11,11,15,2020-04-24,11
9,8,14,2020-04-25,8
14,12,18,2020-04-26,12
4,3,9,2020-04-27,3
5,3,9,2020-04-28,3
5,4,10,2020-04-29,4
6,4,10,2020-04-30,4
8,6,13,2020-05-01,6
6,4,11,2020-05-02,4
7,5,12,2020-05-03,5
8,5,12,2020-05-04,5
8,5,13,2020-05-05,5
8,5,14,2020-05-06,5
7,4,13,2020-05-07,4
8,4,14,2020-05-08,4
7,4,13,2020-05-09,3
8,4,14,2020-05-10,4
4,0,10,2020-05-11,NA
10,7,16,2020-05-12,6
4,0,10,2020-05-13,NA
6,2,12,2020-05-14,2
5,1,12,2020-05-15,1
4,1,10,2020-05-16,NA
5,2,12,2020-05-17,1
6,3,13,2020-05-18,2
7,3,14,2020-05-19,2
5,2,12.0249999999996,2020-05-20,1
4,1,12,2020-05-21,NA
4,1,12,2020-05-22,NA
4,0,12,2020-05-23,NA
4,0,13,2020-05-24,NA
6,1,15,2020-05-25,1
5,1,15,2020-05-26,NA
5,1,15,2020-05-27,NA
5,1,17,2020-05-28,NA
5,0,18,2020-05-29,NA
5,1,19,2020-05-30,NA
5,0,20,2020-05-31,NA
5,0,20,2020-06-01,NA
