"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-04-26,1
2,2,2,2020-04-27,2
8,8,8,2020-04-28,8
4,2,9,2020-04-29,2
6,4,12,2020-04-30,4
9,6,18,2020-05-01,6
6,2,15,2020-05-02,2
15,9,31,2020-05-03,8
15,7,34,2020-05-04,5
14,5,36,2020-05-05,2
22,9,52,2020-05-06,5
22,7,56,2020-05-07,2
37,14,88,2020-05-08,5
50,17,116,2020-05-09,5
72,24,166,2020-05-10,8
57,17,146,2020-05-11,1
81,25,208,2020-05-12,4
109,33,289,2020-05-13,6
108,30,283.025,2020-05-14,2
150,43,388.025,2020-05-15,6
160,46,413.025,2020-05-16,4
182,53,469.025,2020-05-17,4
216,63,589,2020-05-18,5
230,65,629,2020-05-19,5
214,59,612.049999999999,2020-05-20,2
226,63,693,2020-05-21,3
229,64,713,2020-05-22,2
248,66,754,2020-05-23,3
242,64,750.025,2020-05-24,1
281,76,895,2020-05-25,4
258,69,829,2020-05-26,1
282,71,969,2020-05-27,2
302,75,1108.025,2020-05-28,3
278,65,1006,2020-05-29,2
240,55,879.049999999999,2020-05-30,NA
244,55,933,2020-05-31,1
254,56,1010.025,2020-06-01,1
264,58,1108.025,2020-06-02,1
275,57,1251.025,2020-06-03,2
247,46,1199.025,2020-06-04,NA
