"dt_notific","n.notific"
2020-01-03,1
2020-01-20,1
2020-02-04,1
2020-02-11,1
2020-02-16,1
2020-02-21,1
2020-03-06,1
2020-03-09,1
2020-03-11,1
2020-03-12,1
2020-03-16,2
2020-03-17,2
2020-03-18,2
2020-03-19,3
2020-03-20,1
2020-03-21,1
2020-03-23,2
2020-03-24,6
2020-03-25,5
2020-03-27,6
2020-03-28,4
2020-03-29,3
2020-03-30,1
2020-03-31,7
2020-04-01,2
2020-04-02,7
2020-04-03,3
2020-04-04,1
2020-04-05,1
2020-04-06,12
2020-04-07,2
2020-04-08,2
2020-04-09,3
2020-04-10,4
2020-04-12,1
2020-04-13,2
2020-04-14,7
2020-04-15,4
2020-04-16,4
2020-04-17,1
2020-04-18,1
2020-04-19,6
2020-04-20,2
2020-04-21,3
2020-04-22,10
2020-04-23,10
2020-04-24,4
2020-04-25,2
2020-04-26,5
2020-04-27,10
2020-04-28,3
2020-04-29,5
2020-04-30,2
2020-05-01,3
2020-05-02,1
2020-05-03,3
2020-05-04,12
2020-05-05,8
2020-05-06,8
2020-05-07,7
2020-05-08,9
2020-05-09,2
2020-05-10,3
2020-05-11,9
2020-05-12,10
2020-05-13,10
2020-05-14,7
2020-05-15,10
2020-05-16,3
2020-05-17,2
2020-05-18,12
2020-05-19,10
2020-05-20,8
2020-05-21,12
2020-05-22,7
2020-05-23,5
2020-05-25,2
2020-05-26,9
2020-05-27,6
2020-05-28,8
2020-05-29,9
2020-05-30,4
2020-05-31,6
2020-06-01,5
2020-06-02,4
2020-06-03,7
2020-06-04,7
2020-06-05,4
