"dt_sin_pri","n.casos"
2020-01-17,2
2020-01-23,1
2020-01-24,1
2020-02-03,1
2020-02-11,1
2020-02-23,1
2020-02-25,2
2020-03-01,1
2020-03-02,1
2020-03-03,1
2020-03-04,1
2020-03-07,1
2020-03-10,1
2020-03-11,2
2020-03-12,2
2020-03-15,1
2020-03-16,3
2020-03-17,3
2020-03-19,2
2020-03-20,5
2020-03-21,3
2020-03-22,2
2020-03-23,2
2020-03-24,2
2020-03-25,8
2020-03-26,5
2020-03-27,1
2020-03-28,3
2020-03-29,3
2020-03-30,3
2020-03-31,3
2020-04-01,1
2020-04-02,7
2020-04-03,4
2020-04-04,2
2020-04-05,4
2020-04-06,3
2020-04-07,3
2020-04-08,2
2020-04-09,6
2020-04-10,3
2020-04-11,2
2020-04-12,7
2020-04-13,2
2020-04-14,4
2020-04-15,3
2020-04-16,3
2020-04-17,5
2020-04-18,2
2020-04-19,3
2020-04-20,4
2020-04-21,4
2020-04-22,7
2020-04-23,4
2020-04-24,6
2020-04-25,9
2020-04-26,7
2020-04-27,1
2020-04-28,6
2020-04-29,2
2020-04-30,4
2020-05-01,9
2020-05-02,5
2020-05-03,4
2020-05-04,7
2020-05-05,3
2020-05-06,4
2020-05-07,11
2020-05-08,7
2020-05-09,6
2020-05-10,5
2020-05-11,2
2020-05-12,12
2020-05-13,5
2020-05-14,5
2020-05-15,7
2020-05-16,5
2020-05-17,3
2020-05-18,3
2020-05-19,3
2020-05-20,5
2020-05-21,4
2020-05-22,4
2020-05-23,4
2020-05-24,3
