"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-08,2
2,2,2,2020-05-09,2
3,3,3,2020-05-10,3
4,4,5,2020-05-11,4
4,4,5,2020-05-12,4
6,6,8,2020-05-13,6
2,2,4,2020-05-14,2
6,6,8,2020-05-15,6
4,4,6,2020-05-16,4
6,6,8,2020-05-17,6
3,3,5,2020-05-18,3
7,7,9,2020-05-19,7
8,8,11,2020-05-20,8
4,4,7,2020-05-21,4
5,5,8,2020-05-22,5
4,4,7,2020-05-23,4
4,4,7,2020-05-24,4
2,2,5,2020-05-25,2
6,6,9,2020-05-26,6
7,6,10,2020-05-27,6
5,4,8,2020-05-28,4
8,7,11,2020-05-29,7
4,3,7,2020-05-30,3
4,3,7,2020-05-31,3
6,5,10,2020-06-01,5
7,6,11,2020-06-02,6
2,0,6,2020-06-03,NA
5,3,10,2020-06-04,3
10,7,15,2020-06-05,7
4,1,9,2020-06-06,1
5,1,10,2020-06-07,1
7,4,13,2020-06-08,3
7,3,13,2020-06-09,2
5,1,12,2020-06-10,NA
5,1,12,2020-06-11,NA
6,2,14,2020-06-12,1
5,1,13,2020-06-13,NA
5,1,13,2020-06-14,NA
5,1,14,2020-06-15,NA
5,1,15,2020-06-16,NA
