"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-03,3
0,0,0,2020-05-04,NA
0,0,0,2020-05-05,NA
3,3,5,2020-05-06,3
0,0,2,2020-05-07,NA
1,1,3,2020-05-08,1
0,0,2,2020-05-09,NA
1,1,3,2020-05-10,1
1,1,3,2020-05-11,1
1,1,3,2020-05-12,1
2,2,4,2020-05-13,2
1,1,3,2020-05-14,1
1,1,3,2020-05-15,1
0,0,2,2020-05-16,NA
3,3,6,2020-05-17,3
0,0,3,2020-05-18,NA
2,2,5,2020-05-19,2
1,1,4,2020-05-20,1
3,3,7,2020-05-21,3
1,1,5,2020-05-22,1
2,2,7,2020-05-23,2
8,7,13,2020-05-24,7
7,6,13,2020-05-25,6
3,2,8,2020-05-26,2
6,5,12,2020-05-27,5
7,6,14,2020-05-28,6
7,6,14,2020-05-29,6
5,4,12,2020-05-30,4
5,4,12,2020-05-31,4
4,3,12,2020-06-01,3
9,7,16,2020-06-02,7
6,4,13,2020-06-03,4
8,6,16,2020-06-04,6
10,8,19,2020-06-05,8
8,6,17,2020-06-06,6
4,2,12,2020-06-07,2
6,4,14,2020-06-08,4
6,4,14,2020-06-09,4
5,2,12,2020-06-10,2
4,1,12,2020-06-11,1
